Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,STTag,Score,Sample,Footnote,Measure Start Date,Measure End Date,Location
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,LEWIS AND CLARK,4064477900,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"3687 VETERANS DRIVE FORT HARRISON, MT (46.61772, -112.10197)"
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,8003828387,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"10535 HOSPITAL WAY MATHER, CA (38.572349, -121.296106)"
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,11,124,,01/01/2017,12/31/2017,"500 HIGHWAY 89 NORTH PRESCOTT, AZ (34.554604, -112.452652)"
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"76 VETERANS AVE. BATH, NY (42.34328, -77.344933)"
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,5022874000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"800 ZORN AVENUE LOUISVILLE, KY (38.270722, -85.694074)"
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,3193380581,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"601 HIGHWAY 6 WEST IOWA CITY, IA (41.664557, -91.547615)"
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,9098257084,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"11201 BENTON STREET LOMA LINDA, CA (34.050282, -117.252416)"
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,8139722000,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,74,604,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"13000 BRUCE B DOWNS BLVD. TAMPA, FL (28.064695, -82.426154)"
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,10/01/2016,03/31/2017,"619 SOUTH MARION AVENUE LAKE CITY, FL (30.181821, -82.636981)"
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,2076238411,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1 VA CENTER AUGUSTA, ME (44.280377, -69.703621)"
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1481 W. TENTH STREET INDIANAPOLIS, IN (39.779717, -86.186913)"
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,7753281263,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"975 KIRMAN AVENUE RENO, NV (39.516208, -119.798481)"
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,9284454860,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"500 HIGHWAY 89 NORTH PRESCOTT, AZ (34.554604, -112.452652)"
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,9067743300,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"325 EAST H STREET IRON MOUNTAIN, MI (45.811478, -88.061578)"
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,9136822000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"4101 S. 4TH STREET LEAVENWORTH, KS (39.278152, -94.899906)"
17006F,VA EASTERN KANSAS HEALTHCARE SYSTEM - LEAVENWORTH,4101 S. 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,9136822000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"4101 S. 4TH STREET LEAVENWORTH, KS (39.278152, -94.899906)"
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,3175540000,Blood Clot Prevention and Treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Percentage,7,15,,01/01/2017,12/31/2017,"1481 W. TENTH STREET INDIANAPOLIS, IN (39.779717, -86.186913)"
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,3202521670,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"4801 VETERANS DRIVE ST. CLOUD, MN (45.567582, -94.217341)"
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"3701 LOOP ROAD EAST TUSCALOOSA, AL (33.192627, -87.489306)"
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"700 SOUTH 19TH STREET BIRMINGHAM, AL (33.504722, -86.800922)"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"3495 BAILEY AVENUE BUFFALO, NY (42.951214, -78.81373)"
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,4043216111,Blood Clot Prevention and Treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Percentage,15,13,,01/01/2017,12/31/2017,"1670 CLAIRMONT ROAD DECATUR, GA (33.802903, -84.310504)"
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,6013624471,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1500 E. WOODROW WILSON DRIVE JACKSON, MS (32.326805, -90.168601)"
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,2604265431,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"2121 LAKE AVENUE FORT WAYNE, IN (41.089772, -85.108483)"
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,2076238411,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,320,199,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"1 VA CENTER AUGUSTA, ME (44.280377, -69.703621)"
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,5012571000,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,82,575,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"4300 WEST SEVENTH STREET LITTLE ROCK, AR (34.744875, -92.320904)"
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,5186265000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"113 HOLLAND AVENUE ALBANY, NY (42.651508, -73.776343)"
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,7656743321,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1700 E. 38TH STREET MARION, IN (40.523747, -85.637229)"
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,2175543000,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1900 E. MAIN DANVILLE, IL (40.131808, -87.59243)"
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,LAKE,8476881900,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"3001 GREENBAY ROAD NORTH CHICAGO, IL (42.308183, -87.862407)"
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"215 PERRY HILL ROAD MONTGOMERY, AL (32.37896, -86.246406)"
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,3867553016,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,24 - Results for this Veterans Health Administration (VHA) hospital are combined with those from the VHA administrative parent hospital that manages all points of service.,01/01/2017,12/31/2017,"619 SOUTH MARION AVENUE LAKE CITY, FL (30.181821, -82.636981)"
03012F,PHOENIX VA MEDICAL CENTER,650 E. INDIAN SCHOOL ROAD,PHOENIX,AZ,85012,MARICOPA,6022226444,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"650 E. INDIAN SCHOOL ROAD PHOENIX, AZ (33.494745, -112.066121)"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,Emergency Department,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,Minutes,406,645,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"3601 SOUTH SIXTH AVENUE TUCSON, AZ (32.181434, -110.968281)"
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1201 N W 16TH STREET MIAMI, FL (25.790451, -80.215294)"
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,228,298,2 - Data submitted were based on a sample of cases/patients.,01/01/2017,12/31/2017,"215 PERRY HILL ROAD MONTGOMERY, AL (32.37896, -86.246406)"
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS CITY,3146524100,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"915 NORTH GRAND ST. LOUIS, MO (38.641448, -90.229852)"
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,Emergency Department,OP-20,Door to diagnostic eval,Minutes,Not Available,1,"1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.",01/01/2017,12/31/2017,"1826 VETERANS BOULEVARD DUBLIN, GA (32.539309, -82.943102)"
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,6076644000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"76 VETERANS AVE. BATH, NY (42.34328, -77.344933)"
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,6013624471,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1500 E. WOODROW WILSON DRIVE JACKSON, MS (32.326805, -90.168601)"
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,4023468800,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"4101 WOOLWORTH AVENUE OMAHA, NE (41.245158, -95.974488)"
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"215 PERRY HILL ROAD MONTGOMERY, AL (32.37896, -86.246406)"
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,9894972500,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1500 WEISS STREET SAGINAW, MI (43.443673, -83.960989)"
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,5614228600,Heart Attack or Chest Pain,OP-5,Median Time to ECG,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"7305 N. MILITARY TRAIL WEST PALM BEACH, FL (26.784077, -80.107329)"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,Heart Attack or Chest Pain,OP-1,Median Time to Fibrinolysis,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"385 TREMONT AVENUE EAST ORANGE, NJ (40.753827, -74.234193)"
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,7027919024,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,81,507,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"6900 NORTH PECOS ROAD N. LAS VEGAS, NV (36.284964, -115.094049)"
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,04330,KENNEBEC,2076238411,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1 VA CENTER AUGUSTA, ME (44.280377, -69.703621)"
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,6013624471,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,96,346,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"1500 E. WOODROW WILSON DRIVE JACKSON, MS (32.326805, -90.168601)"
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,99,280,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"2401 WEST MAIN MARION, IL (37.729791, -88.957218)"
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,5736864151,Heart Attack or Chest Pain,OP-4,Aspirin at Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1500 N. WESTWOOD BLVD. POPLAR BLUFF, MO (36.771441, -90.417899)"
03013F,VA S. ARIZONA HEALTHCARE SYSTEM,3601 SOUTH SIXTH AVENUE,TUCSON,AZ,85723,PIMA,5206291821,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"3601 SOUTH SIXTH AVENUE TUCSON, AZ (32.181434, -110.968281)"
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,01053,HAMPSHIRE,4135844040,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"421 N MAIN ST LEEDS, MA (42.348903, -72.689068)"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"385 TREMONT AVENUE EAST ORANGE, NJ (40.753827, -74.234193)"
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,6189975311,Blood Clot Prevention and Treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Percentage,Not Available,3,1 - The number of cases/patients is too few to report.,01/01/2017,12/31/2017,"2401 WEST MAIN MARION, IL (37.729791, -88.957218)"
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,3202521670,Emergency Department,OP-21,Median time to pain med,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"4801 VETERANS DRIVE ST. CLOUD, MN (45.567582, -94.217341)"
25042F,VA GULF COAST HEALTHCARE SYSTEM,400 VETERANS AVENUE,BILOXI,MS,39531,HARRISON,2285235000,Preventive Care,IMM-2,Patients assessed and given influenza vaccination,Percentage,76,251,2 - Data submitted were based on a sample of cases/patients.,10/01/2016,03/31/2017,"400 VETERANS AVENUE BILOXI, MS (30.410716, -88.946928)"
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1055 CLERMONT STREET,DENVER,CO,80220,DENVER,3033932800,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,7 - No cases met the criteria for this measure.,01/01/2017,12/31/2017,"1055 CLERMONT STREET DENVER, CO (39.731905, -104.935149)"
